2503 PINE ST,4/21/2019 0:00,39.947745000000000,-75.181602000000000
4298 ELYSIAN FIELDS AVE,4/21/2019 0:00,30.001588800000000,-90.060152899999900
11400 S EASTERLYN CIR,4/21/2019 0:00,30.033131900000000,-89.949897400000000
7330 LAKE BARRINGTON DR,4/21/2019 0:00,30.046455800000000,-89.969917099999900
497 WALNUT ST,4/21/2019 0:00,42.475265300000000,-70.997274199999900
423 BOURBON ST,4/21/2019 0:00,29.956758800000000,-90.067505400000000
911 DAUPHINE ST,4/22/2019 0:00,29.961141700000000,-90.064987500000000
2365 CHIPPEWA ST,4/22/2019 0:00,30.473531300000000,-91.165836599999900
2035 STATE ST,4/22/2019 0:00,42.774949700000000,-73.897355900000000
1749 COLISEUM ST,4/23/2019 0:00,29.935341299999900,-90.074913900000000
9112 NELSON ST,4/23/2019 0:00,29.963600100000000,-90.128440599999900
1822 E HOMESTEAD DR,4/23/2019 0:00,29.937620100000000,-90.018673700000000
1339 FELICIANA ST,4/24/2019 0:00,29.970624699999900,-90.044057299999900
215 MARAIS ST,4/24/2019 0:00,29.958878300000000,-90.074184000000000
8825 AIRLINE HWY,4/25/2019 0:00,29.971880400000000,-90.115248200000000
1502 LOUISA ST,4/25/2019 0:00,29.971404700000000,-90.041386000000000
3712 MACARTHUR BLVD,4/25/2019 0:00,29.925353600000000,-90.018291100000000
1321 BEHRMAN AVE,4/25/2019 0:00,29.941230500000000,-90.037301900000000
3817 N ROMAN ST,4/25/2019 0:00,29.973303600000000,-90.034676700000000
1415 N ROBERTSON ST,4/26/2019 0:00,29.969210700000000,-90.067591900000000
1700 FRANKLIN AVE,4/26/2019 0:00,41.137926700000000,-81.361283200000000
1446 N ROBERTSON ST,4/26/2019 0:00,29.969618300000000,-90.066627099999900
820 O'KEEFE AVE,4/26/2019 0:00,29.946028200000000,-90.075248899999900
12300 S I-10 SERVICE RD,4/26/2019 0:00,30.047875299999900,-89.955562899999900
5419 MAGAZINE ST,4/26/2019 0:00,29.921123300000000,-90.115538800000000
1102 CHIMNEY WOOD LN,4/21/2019 0:00,30.028037000000000,-90.021352999999900
3101 S CARROLLTON AVE,4/22/2019 0:00,29.961071999999900,-90.114339000000000
2636 GOVERNOR NICHOLLS ST,4/22/2019 0:00,29.974141800000000,-90.078946800000000
1447 N VILLERE ST,4/23/2019 0:00,29.969305600000000,-90.066109599999900
100 WARRINGTON DR,4/23/2019 0:00,29.996821700000000,-90.062798700000000
3219 DANEEL ST,4/23/2019 0:00,29.932597100000000,-90.092017500000000
2431 DECATUR ST,4/23/2019 0:00,41.275441099999900,-95.948360799999900
1700 FRANKLIN AVE,4/24/2019 0:00,41.137926700000000,-81.361283200000000
6010 BELLAIRE DR,4/24/2019 0:00,30.000710400000000,-90.122355399999900
4711 FRERET ST,4/24/2019 0:00,29.935083000000000,-90.106792900000000
1124 LOUISIANA AVE,4/24/2019 0:00,29.923449500000000,-90.089552799999900
712 ROYAL ST,4/25/2019 0:00,29.958623300000000,-90.064021599999900
5318 WILTON DR,4/25/2019 0:00,30.013527000000000,-90.066284900000000
716 MARIGNY ST,4/25/2019 0:00,29.965091200000000,-90.055600300000000
7507 BRIARWOOD DR,4/26/2019 0:00,30.061211100000000,-89.951283400000000
337 N HENNESSEY ST,4/26/2019 0:00,29.978455900000000,-90.101453700000000
334 N OLYMPIA ST,4/26/2019 0:00,29.980358600000000,-90.103649400000000
6 SWAN ST,4/26/2019 0:00,30.027824800000000,-90.095249200000000
2900 ELYSIAN FIELDS AVE,4/26/2019 0:00,29.988075000000000,-90.059223000000000
9501 GRANT ST,4/26/2019 0:00,30.019500900000000,-89.975574999999900
135 DECATUR ST,4/27/2019 0:00,29.952696000000000,-90.066592899999900
1625 ANNETTE ST,4/27/2019 0:00,29.973920999999900,-90.062746199999900
4700 OLD GENTILLY RD,4/27/2019 0:00,30.004127000000000,-90.033309400000000
12141 E BARRINGTON DR,4/27/2019 0:00,30.050380800000000,-89.960911299999900
2 EVERETT PL,4/27/2019 0:00,29.932735900000000,-90.116654900000000
7303 DOWNMAN RD,4/22/2019 0:00,30.026502400000000,-90.024286800000000
6600 FRANKLIN AVE,4/23/2019 0:00,30.028421400000000,-90.054426400000000
1622 ALVAR ST,4/25/2019 0:00,29.971554900000000,-90.034802200000000
727 CARONDELET ST,4/26/2019 0:00,29.947246700000000,-90.073034299999900
6424 CANAL BLVD,4/27/2019 0:00,30.007436000000000,-90.108206900000000
4323 BIENVILLE ST,4/27/2019 0:00,29.978734000000000,-90.102005699999900
4651 ALCEE FORTIER BLVD,4/27/2019 0:00,30.037488900000000,-89.911394000000000
5951 BULLARD AVE,4/27/2019 0:00,30.041531100000000,-89.955660000000000
4339 PERLITA ST,4/27/2019 0:00,30.001975900000000,-90.075762500000000
2019 SUMPTER ST,4/27/2019 0:00,40.680319800000000,-73.917182000000000
6611 COLBERT ST,4/27/2019 0:00,30.011016500000000,-90.110443899999900
7043 BOSTON DR,4/27/2019 0:00, , 
4654 ARTS ST,4/27/2019 0:00,30.006129899999900,-90.053531499999900
820 O'KEEFE AVE,4/27/2019 0:00,29.946028200000000,-90.075248899999900
5324 N GALVEZ ST,4/27/2019 0:00,29.971836000000000,-90.015776000000000
3524 CANAL ST,4/27/2019 0:00,29.970878800000000,-90.095917100000000
14924 CURRAN BLVD,4/27/2019 0:00,30.071513700000000,-89.942539000000000
2101 S CLAIBORNE AVE,4/27/2019 0:00,29.945790800000000,-90.089753600000000
3440 S CARROLLTON AVE,4/27/2019 0:00,29.964271800000000,-90.112489700000000
